tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
261,33:14.9,37:36.7,3731,W 47 St & 6 Ave,40.758397,-73.98255,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,27684,Subscriber,1990,2
1151,33:25.2,52:37.1,3328,W 100 St & Manhattan Ave,40.795,-73.9645,3499,2 Ave & E 122 St,40.8006721,-73.9349,36116,Subscriber,1990,2
470,33:30.0,41:20.6,3718,E 11 St & Avenue B,40.72746421,-73.97950418,3905,4 Ave & E 12 St,40.732647,-73.99011,27917,Subscriber,1983,2
1984,33:34.5,06:38.6,490,8 Ave & W 33 St,40.751551,-73.993934,494,W 26 St & 8 Ave,40.74734825,-73.99723551,40960,Subscriber,1969,1
644,33:39.6,44:23.7,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,3711,E 13 St & Avenue A,40.72966729,-73.98067966,41977,Subscriber,1967,1
488,33:40.5,41:49.2,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,38392,Subscriber,1976,1
215,33:58.6,37:33.9,3656,E 2 St & Avenue A,40.72307749,-73.98583621,403,E 2 St & 2 Ave,40.72502876,-73.99069656,33589,Subscriber,1993,1
182,34:02.2,37:04.7,3461,Murray St & Greenwich St,40.71485151,-74.01122332,224,Spruce St & Nassau St,40.71146364,-74.00552427,36388,Customer,1997,1
565,34:09.8,43:35.3,491,E 24 St & Park Ave S,40.74096374,-73.98602213,432,E 7 St & Avenue A,40.72621788,-73.98379855,41003,Subscriber,1977,1
574,34:11.5,43:46.2,328,Watts St & Greenwich St,40.72405549,-74.00965965,358,Christopher St & Greenwich St,40.73291553,-74.00711384,16144,Subscriber,1995,1
308,34:25.1,39:33.4,3718,E 11 St & Avenue B,40.72746421,-73.97950418,3905,4 Ave & E 12 St,40.732647,-73.99011,28076,Subscriber,1989,1
640,34:43.0,45:23.7,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,38875,Subscriber,1990,0
504,34:52.7,43:16.8,3366,West End Ave & W 107 St,40.8021174,-73.96818053,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,18704,Subscriber,1963,1
1039,34:53.1,52:12.9,3159,W 67 St & Broadway,40.77492513,-73.98266566,223,W 13 St & 7 Ave,40.73781509,-73.99994661,41261,Subscriber,1989,1
1490,34:58.7,59:49.0,3656,E 2 St & Avenue A,40.72307749,-73.98583621,479,9 Ave & W 45 St,40.76019252,-73.9912551,36552,Subscriber,1998,2
361,35:14.1,41:15.9,3654,31 St & Northern Blvd,40.75186951,-73.9334929,3615,44 Dr & 21 St,40.748,-73.9460927,41221,Subscriber,1978,1
1644,35:20.2,02:45.1,500,Broadway & W 51 St,40.76228826,-73.98336183,468,Broadway & W 56 St,40.7652654,-73.98192338,39441,Subscriber,1980,1
570,35:26.5,44:56.9,346,Bank St & Hudson St,40.73652889,-74.00618026,490,8 Ave & W 33 St,40.751551,-73.993934,20126,Subscriber,1974,1
1128,35:48.3,54:36.5,347,Greenwich St & W Houston St,40.728846,-74.008591,167,E 39 St & 3 Ave,40.7489006,-73.97604882,33206,Subscriber,1996,1
106,36:25.2,38:12.0,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,289,Monroe St & Classon Ave,40.6845683,-73.95881081,17010,Subscriber,1938,2
291,36:47.4,41:38.7,3790,Henry St & Middagh St,40.7003,-73.991581,406,Hicks St & Montague St,40.69512845,-73.99595065,37703,Subscriber,1986,1
291,36:48.7,41:40.3,3790,Henry St & Middagh St,40.7003,-73.991581,406,Hicks St & Montague St,40.69512845,-73.99595065,14799,Subscriber,1985,1
830,37:01.5,50:52.0,447,8 Ave & W 52 St,40.76370739,-73.9851615,3815,E 51 St & 2 Ave,40.755293,-73.967641,41419,Subscriber,2002,1
702,37:14.7,48:56.8,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,446,W 24 St & 7 Ave,40.74487634,-73.99529885,39484,Subscriber,1996,1
373,37:19.1,43:32.8,3727,Frost St & Meeker Ave,40.71766197,-73.94880027,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,40216,Subscriber,1966,1
249,37:23.4,41:32.6,491,E 24 St & Park Ave S,40.74096374,-73.98602213,2012,E 27 St & 1 Ave,40.739445,-73.976806,15023,Subscriber,1986,1
813,37:45.8,51:19.6,388,W 26 St & 10 Ave,40.74971775,-74.00295035,447,8 Ave & W 52 St,40.76370739,-73.9851615,39728,Subscriber,1991,1
286,37:51.6,42:37.6,3502,Lexington Ave & E 111 St,40.7954121,-73.9441232,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,34168,Subscriber,1977,1
1280,38:08.7,59:28.9,403,E 2 St & 2 Ave,40.72502876,-73.99069656,479,9 Ave & W 45 St,40.76019252,-73.9912551,35618,Subscriber,1993,1
407,38:23.0,45:10.5,490,8 Ave & W 33 St,40.751551,-73.993934,447,8 Ave & W 52 St,40.76370739,-73.9851615,40318,Subscriber,1993,1
661,38:31.2,49:32.9,3746,6 Ave & Broome St,40.72430832,-74.00473036,466,W 25 St & 6 Ave,40.74395411,-73.99144871,33799,Subscriber,1991,1
339,39:05.4,44:44.9,3827,Halsey St & Broadway,40.68565,-73.91564,3832,Central Ave & Weirfield St,40.69055,-73.91181,27815,Subscriber,1975,1
1017,39:07.4,56:05.3,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3671,E 81 St & 2 Ave,40.77477945,-73.95427465,37155,Customer,2002,1
1425,39:20.4,03:06.4,494,W 26 St & 8 Ave,40.74734825,-73.99723551,491,E 24 St & Park Ave S,40.74096374,-73.98602213,39912,Subscriber,1995,1
1140,39:22.1,58:22.3,312,Allen St & Stanton St,40.722055,-73.989111,385,E 55 St & 2 Ave,40.75797322,-73.96603308,38582,Subscriber,1964,1
890,39:22.5,54:13.0,500,Broadway & W 51 St,40.76228826,-73.98336183,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,31955,Customer,1969,0
1345,39:31.0,01:56.5,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3918,Avenue D & E 8 St,40.72387,-73.975767,41200,Subscriber,1995,1
233,39:31.2,43:24.8,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,30478,Subscriber,1992,1
866,39:37.0,54:03.0,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3671,E 81 St & 2 Ave,40.77477945,-73.95427465,27528,Subscriber,2002,1
989,40:00.2,56:30.1,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,499,Broadway & W 60 St,40.76915505,-73.98191841,34228,Customer,1999,1
359,40:02.6,46:02.6,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,29413,Subscriber,1998,2
412,40:10.7,47:03.0,410,Suffolk St & Stanton St,40.72066442,-73.98517977,326,E 11 St & 1 Ave,40.72953837,-73.98426726,40793,Subscriber,1986,1
640,40:13.7,50:54.1,3294,E 91 St & Park Ave,40.7835016,-73.955327,3341,Central Park West & W 102 St,40.795346,-73.96186,35203,Subscriber,1968,1
972,40:17.2,56:29.6,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,499,Broadway & W 60 St,40.76915505,-73.98191841,18366,Customer,2000,1
492,40:27.3,48:40.2,330,Reade St & Broadway,40.71450451,-74.00562789,309,Murray St & West St,40.7149787,-74.013012,37858,Subscriber,1975,1
236,40:47.3,44:43.8,3318,2 Ave & E 96 St,40.7839636,-73.9471673,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,38786,Subscriber,1995,2
312,40:47.5,45:59.8,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,41898,Subscriber,1989,2
489,40:51.8,49:01.5,3911,Wyckoff St & Nevins St,40.683426,-73.984275,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,36587,Subscriber,2002,1
210,40:56.1,44:26.1,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,39323,Subscriber,1988,1
293,41:15.5,46:09.3,312,Allen St & Stanton St,40.722055,-73.989111,3435,Grand St & Elizabeth St,40.718822,-73.99596,16290,Subscriber,1990,1
220,41:37.3,45:18.3,379,W 31 St & 7 Ave,40.749156,-73.9916,526,E 33 St & 5 Ave,40.74765947,-73.98490707,28150,Subscriber,1991,1
413,41:40.7,48:34.1,3641,Broadway & W 25 St,40.74286877,-73.98918629,505,6 Ave & W 33 St,40.74901271,-73.98848395,39548,Subscriber,1986,1
192,41:46.6,44:58.6,146,Hudson St & Reade St,40.71625008,-74.0091059,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,39880,Subscriber,1990,1
250,41:58.0,46:08.4,3711,E 13 St & Avenue A,40.72966729,-73.98067966,393,E 5 St & Avenue C,40.72299208,-73.97995466,40299,Subscriber,1982,1
120,42:01.8,44:02.0,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,289,Monroe St & Classon Ave,40.6845683,-73.95881081,40613,Subscriber,1938,2
266,42:32.1,46:58.6,499,Broadway & W 60 St,40.76915505,-73.98191841,422,W 59 St & 10 Ave,40.770513,-73.988038,33952,Subscriber,1973,1
553,42:35.6,51:48.7,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,446,W 24 St & 7 Ave,40.74487634,-73.99529885,33258,Subscriber,1994,1
629,42:43.6,53:13.6,3711,E 13 St & Avenue A,40.72966729,-73.98067966,3738,Delancey St & Eldridge St,40.719383,-73.991479,27865,Subscriber,1987,2
665,42:50.3,53:55.7,195,Liberty St & Broadway,40.70905623,-74.01043382,377,6 Ave & Canal St,40.72243797,-74.00566443,41549,Subscriber,1994,1
525,42:51.0,51:36.4,3809,W 55 St & 6 Ave,40.763189,-73.978434,477,W 41 St & 8 Ave,40.75640548,-73.9900262,41102,Subscriber,1965,1
380,43:15.6,49:36.0,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,19327,Subscriber,1987,1
588,43:16.5,53:04.7,3837,Broadway & Kosciuszko St,40.69329,-73.92852,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,15204,Subscriber,1989,1
154,43:18.7,45:53.4,317,E 6 St & Avenue B,40.72453734,-73.98185424,3656,E 2 St & Avenue A,40.72307749,-73.98583621,40375,Subscriber,1995,1
565,43:28.9,52:54.3,3711,E 13 St & Avenue A,40.72966729,-73.98067966,3738,Delancey St & Eldridge St,40.719383,-73.991479,38271,Subscriber,1987,1
238,43:30.9,47:29.3,3440,Fulton St & Adams St,40.69241829,-73.98949474,391,Clark St & Henry St,40.69760127,-73.99344559,38037,Subscriber,1994,1
1197,43:51.9,03:48.9,3112,Milton St & Franklin St,40.72906,-73.95779,3860,Wilson Ave & Troutman St,40.70166,-73.92754,18871,Subscriber,1888,0
351,44:09.7,50:01.5,3507,Park Ave & E 124 St,40.8045555,-73.9396861,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,41951,Subscriber,1965,2
208,44:35.0,48:03.6,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,504,1 Ave & E 16 St,40.73221853,-73.98165557,17725,Subscriber,1971,2
601,44:38.6,54:40.6,477,W 41 St & 8 Ave,40.75640548,-73.9900262,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,28227,Subscriber,1994,1
598,44:40.3,54:38.7,500,Broadway & W 51 St,40.76228826,-73.98336183,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,15249,Customer,1969,0
1190,44:44.0,04:34.7,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,3158,W 63 St & Broadway,40.77163851,-73.98261428,36937,Customer,1999,1
82,44:45.4,46:08.3,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,27458,Subscriber,1968,1
327,44:59.1,50:26.7,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,2022,E 60 St & York Ave,40.759107,-73.959223,35157,Subscriber,1995,2
218,45:08.5,48:47.5,312,Allen St & Stanton St,40.722055,-73.989111,361,Allen St & Hester St,40.71605866,-73.99190759,38939,Subscriber,1984,2
194,45:09.1,48:23.3,3077,Stagg St & Union Ave,40.70877084,-73.95095259,3454,Leonard St & Maujer St,40.71036854,-73.94705951,34187,Subscriber,1994,1
1252,45:27.5,06:20.0,408,Market St & Cherry St,40.71076228,-73.99400398,3255,8 Ave & W 31 St,40.75058535,-73.99468482,36540,Subscriber,1998,1
239,46:01.1,50:00.3,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,31121,Subscriber,1992,1
493,46:08.0,54:21.5,490,8 Ave & W 33 St,40.751551,-73.993934,423,W 54 St & 9 Ave,40.76584941,-73.98690506,40478,Subscriber,1997,1
1118,46:14.6,04:53.5,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3168,Central Park West & W 85 St,40.78472675,-73.96961715,27510,Subscriber,1989,1
619,46:17.9,56:37.2,3259,9 Ave & W 28 St,40.74937024,-73.99923384,247,Perry St & Bleecker St,40.73535398,-74.00483091,33887,Subscriber,1968,1
81,46:18.2,47:39.3,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,29713,Subscriber,1962,1
1028,46:19.2,03:28.1,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3142,1 Ave & E 62 St,40.7612274,-73.96094022,17940,Customer,1969,0
759,46:22.6,59:01.7,3671,E 81 St & 2 Ave,40.77477945,-73.95427465,3671,E 81 St & 2 Ave,40.77477945,-73.95427465,29190,Subscriber,1995,1
257,46:31.1,50:49.0,447,8 Ave & W 52 St,40.76370739,-73.9851615,3158,W 63 St & Broadway,40.77163851,-73.98261428,16538,Subscriber,1989,1
484,46:41.7,54:46.5,479,9 Ave & W 45 St,40.76019252,-73.9912551,490,8 Ave & W 33 St,40.751551,-73.993934,29926,Subscriber,1992,1
927,46:44.9,02:12.1,494,W 26 St & 8 Ave,40.74734825,-73.99723551,3641,Broadway & W 25 St,40.74286877,-73.98918629,39694,Customer,1969,0
1784,47:11.4,16:56.3,2000,Front St & Washington St,40.70255088,-73.98940236,3478,2 Ave & 36 St,40.65708867,-74.00870204,36086,Subscriber,1986,1
273,47:26.4,51:59.5,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,335,Washington Pl & Broadway,40.72903917,-73.99404649,28258,Subscriber,1996,2
560,47:27.9,56:48.8,403,E 2 St & 2 Ave,40.72502876,-73.99069656,545,E 23 St & 1 Ave,40.736502,-73.97809472,30671,Subscriber,1983,1
550,47:32.6,56:42.9,403,E 2 St & 2 Ave,40.72502876,-73.99069656,545,E 23 St & 1 Ave,40.736502,-73.97809472,40210,Subscriber,1982,2
808,47:35.4,01:04.3,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3599,Franklin Ave & Empire Blvd,40.66314,-73.9605695,15209,Subscriber,1968,1
1163,47:38.6,07:01.6,249,Harrison St & Hudson St,40.71870987,-74.0090009,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,36755,Subscriber,1988,1
210,47:50.7,51:21.4,459,W 20 St & 11 Ave,40.746745,-74.007756,116,W 17 St & 8 Ave,40.74177603,-74.00149746,40755,Subscriber,1969,0
156,48:07.5,50:43.7,486,Broadway & W 29 St,40.7462009,-73.98855723,546,E 30 St & Park Ave S,40.74444921,-73.98303529,38980,Subscriber,1965,1
693,48:12.1,59:45.8,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,40765,Customer,1969,0
253,48:13.5,52:27.5,3177,W 84 St & Broadway,40.7867947,-73.977112,3168,Central Park West & W 85 St,40.78472675,-73.96961715,15490,Subscriber,1965,2
658,48:23.8,59:22.1,3785,W 42 St & 6 Ave,40.75492,-73.98455,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,19610,Customer,1963,1
102694,48:29.3,20:03.8,410,Suffolk St & Stanton St,40.72066442,-73.98517977,400,Pitt St & Stanton St,40.71926081,-73.98178024,41702,Subscriber,1995,1
340,48:32.1,54:13.0,3917,Willoughby St & Ashland Pl,40.69178,-73.97877,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,19692,Subscriber,1984,1
374,48:48.2,55:02.7,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,471,Grand St & Havemeyer St,40.71286844,-73.95698119,34137,Subscriber,1991,1
1290,48:57.1,10:27.9,304,Broadway & Battery Pl,40.70463334,-74.01361706,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18065,Customer,1969,0
525,49:13.0,57:58.1,309,Murray St & West St,40.7149787,-74.013012,309,Murray St & West St,40.7149787,-74.013012,40110,Subscriber,1975,1
389,49:26.3,55:55.9,3518,Lenox Ave & W 126 St,40.808442,-73.9452087,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,33740,Subscriber,1977,1
280,49:29.6,54:09.8,3504,E 123 St & Lexington Ave,40.8029263,-73.9379,3491,E 118 St & 1 Ave,40.79747,-73.93504,19613,Subscriber,1995,2
312,50:11.2,55:23.3,3731,W 47 St & 6 Ave,40.758397,-73.98255,495,W 47 St & 10 Ave,40.76269882,-73.99301222,16348,Subscriber,1980,1
692,50:17.6,01:50.0,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,41270,Subscriber,1999,2
597,50:22.8,00:20.3,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,3389,Carroll St & Columbia St,40.6830456,-74.00348559,30287,Subscriber,1977,2
2165,50:29.5,26:34.8,2003,1 Ave & E 18 St,40.73381219,-73.98054421,326,E 11 St & 1 Ave,40.72953837,-73.98426726,36387,Subscriber,1999,1
298,50:36.8,55:35.4,3916,Pearl St & Peck Slip,40.708485,-74.002751,376,John St & William St,40.70862144,-74.00722156,37334,Subscriber,2000,0
22319,50:42.3,02:41.5,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,32838,Customer,1969,0
2438,50:45.0,31:23.3,445,E 10 St & Avenue A,40.72740794,-73.98142006,3571,Bedford Ave & Bergen St,40.676368,-73.952918,38131,Subscriber,1991,1
110,50:56.5,52:47.1,3725,2 Ave & E 72 St,40.76876203,-73.95840794,3156,E 72 St & York Ave,40.76663814,-73.95348296,15001,Subscriber,1996,2
255,51:04.4,55:20.2,509,9 Ave & W 22 St,40.7454973,-74.00197139,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,39762,Subscriber,1961,1
15284,51:11.7,05:56.0,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,3108,Nassau Ave & Russell St,40.72557,-73.94434,41664,Customer,1979,1
568,51:14.6,00:43.3,326,E 11 St & 1 Ave,40.72953837,-73.98426726,3739,Perry St & Greenwich Ave,40.735918,-74.000939,15520,Subscriber,1993,1
532,51:18.2,00:10.4,326,E 11 St & 1 Ave,40.72953837,-73.98426726,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,40793,Subscriber,1993,1
282,51:29.9,56:12.8,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,3789,Fulton St & Irving Pl,40.68186,-73.959432,30817,Subscriber,1938,2
976,51:50.4,08:06.9,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,532,S 5 Pl & S 5 St,40.710451,-73.960876,27909,Subscriber,1987,2
978,51:54.9,08:13.6,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,532,S 5 Pl & S 5 St,40.710451,-73.960876,28018,Subscriber,1978,1
957,52:38.6,08:35.9,3804,Front St & Jay St,40.702461,-73.986842,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,38547,Subscriber,1980,1
952,52:58.1,08:50.6,3799,6 Ave & W 34 St,40.74964,-73.98805,3918,Avenue D & E 8 St,40.72387,-73.975767,38711,Subscriber,1992,1
592,52:59.8,02:51.9,468,Broadway & W 56 St,40.7652654,-73.98192338,523,W 38 St & 8 Ave,40.75466591,-73.99138152,34925,Subscriber,1960,1
973,53:08.2,09:21.9,519,Pershing Square North,40.751873,-73.977706,72,W 52 St & 11 Ave,40.76727216,-73.99392888,28541,Subscriber,1993,1
442,53:14.7,00:36.8,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,3226,W 82 St & Central Park West,40.78275,-73.97137,18216,Subscriber,1964,1
229,53:18.5,57:08.5,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,40590,Subscriber,1984,1
230,53:18.7,57:09.1,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,41822,Subscriber,1988,1
306,53:25.1,58:31.4,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,467,Dean St & 4 Ave,40.68312489,-73.97895137,37706,Subscriber,1984,1
1793,53:46.6,23:40.0,3288,E 88 St & 1 Ave,40.778301,-73.9488134,116,W 17 St & 8 Ave,40.74177603,-74.00149746,35714,Subscriber,1983,1
377,53:48.8,00:06.4,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19360,Subscriber,1979,1
198,54:01.2,57:19.4,432,E 7 St & Avenue A,40.72621788,-73.98379855,150,E 2 St & Avenue C,40.7208736,-73.98085795,40740,Subscriber,1985,1
530,54:10.1,03:01.0,450,W 49 St & 8 Ave,40.76227205,-73.98788205,505,6 Ave & W 33 St,40.74901271,-73.98848395,41452,Subscriber,1989,1
501,54:13.8,02:35.5,529,W 42 St & 8 Ave,40.7575699,-73.99098507,489,10 Ave & W 28 St,40.75066386,-74.00176802,41400,Subscriber,1974,1
435,54:22.0,01:37.8,532,S 5 Pl & S 5 St,40.710451,-73.960876,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,37078,Subscriber,1993,1
204,54:40.9,58:05.7,3826,Moffat St & Bushwick,40.68458,-73.90925,3864,Central Ave & Covert St,40.68929,-73.90951,38191,Subscriber,1979,1
330,54:42.0,00:12.4,3409,Bergen St & Smith St,40.6867443,-73.99063168,3315,Henry St & Degraw St,40.6847514,-73.99917254,39575,Subscriber,1993,1
922,54:45.4,10:07.6,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,174,E 25 St & 1 Ave,40.7381765,-73.97738662,40627,Subscriber,1976,1
127,54:46.8,56:54.1,505,6 Ave & W 33 St,40.74901271,-73.98848395,492,W 33 St & 7 Ave,40.75019995,-73.99093085,39203,Subscriber,1983,1
760,54:53.6,07:34.5,528,2 Ave & E 31 St,40.74290902,-73.97706058,3718,E 11 St & Avenue B,40.72746421,-73.97950418,39171,Subscriber,1993,1
604,55:47.1,05:51.8,528,2 Ave & E 31 St,40.74290902,-73.97706058,3711,E 13 St & Avenue A,40.72966729,-73.98067966,41860,Subscriber,1992,1
1020,55:54.7,12:54.8,223,W 13 St & 7 Ave,40.73781509,-73.99994661,349,Rivington St & Ridge St,40.71850211,-73.98329859,29994,Subscriber,1991,2
313,56:20.5,01:34.4,3689,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,3314,W 95 St & Broadway,40.7937704,-73.971888,16081,Subscriber,1954,1
496,56:24.9,04:41.1,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,3578,Park Pl & Franklin Ave,40.6741806,-73.9564947,40351,Subscriber,1993,1
242,56:29.1,00:31.6,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3350,W 100 St & Broadway,40.7973721,-73.97041192,18704,Subscriber,1990,1
226,56:33.7,00:20.2,383,Greenwich Ave & Charles St,40.735238,-74.000271,116,W 17 St & 8 Ave,40.74177603,-74.00149746,27841,Subscriber,1982,1
273,56:36.3,01:09.6,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,470,W 20 St & 8 Ave,40.74345335,-74.00004031,37181,Subscriber,1959,2
494,56:40.2,04:54.2,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,3342,Pioneer St & Richards St,40.6777748,-74.0094613,28650,Subscriber,1992,2
226,57:12.0,00:58.1,3409,Bergen St & Smith St,40.6867443,-73.99063168,3329,Degraw St & Smith St,40.6829151,-73.99318208,20791,Customer,1969,0
178,57:16.7,00:15.0,3409,Bergen St & Smith St,40.6867443,-73.99063168,3298,Warren St & Court St,40.686371,-73.99383324,30041,Subscriber,1998,1
336,57:24.2,03:00.8,3409,Bergen St & Smith St,40.6867443,-73.99063168,3412,Pacific St & Nevins St,40.6853761,-73.98302136,29090,Subscriber,1969,0
309,57:48.8,02:58.4,342,Columbia St & Rivington St,40.71739973,-73.98016555,307,Canal St & Rutgers St,40.71427487,-73.98990025,34926,Subscriber,1990,1
378,57:50.5,04:08.6,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,464,E 56 St & 3 Ave,40.75934501,-73.96759673,30678,Subscriber,1995,1
323,57:57.8,03:20.9,411,E 6 St & Avenue D,40.72228087,-73.97668709,3737,Stanton St & Norfolk St,40.720747,-73.986274,28414,Subscriber,1990,1
1039,57:58.8,15:18.1,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,518,E 39 St & 2 Ave,40.74780373,-73.9734419,29002,Subscriber,2000,1
167,58:01.3,00:49.0,525,W 34 St & 11 Ave,40.75594159,-74.0021163,478,11 Ave & W 41 St,40.76030096,-73.99884222,41763,Subscriber,1971,1
192,58:07.1,01:19.7,423,W 54 St & 9 Ave,40.76584941,-73.98690506,479,9 Ave & W 45 St,40.76019252,-73.9912551,34190,Subscriber,1976,1
656,58:17.3,09:13.9,3314,W 95 St & Broadway,40.7937704,-73.971888,3689,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,38508,Subscriber,1988,1
237,58:20.2,02:18.0,461,E 20 St & 2 Ave,40.73587678,-73.98205027,545,E 23 St & 1 Ave,40.736502,-73.97809472,27661,Subscriber,1996,1
107,58:23.1,00:10.2,309,Murray St & West St,40.7149787,-74.013012,3690,Park Pl & Church St,40.71334184,-74.00935516,40110,Subscriber,1975,1
254,58:23.2,02:38.2,3809,W 55 St & 6 Ave,40.763189,-73.978434,305,E 58 St & 3 Ave,40.76095756,-73.96724467,19345,Subscriber,1986,1
522,58:32.3,07:14.9,3864,Central Ave & Covert St,40.68929,-73.90951,3780,Wyckoff Av & Stanhope St,40.703545,-73.917775,38191,Subscriber,1979,1
933,58:38.9,14:12.2,3708,W 13 St & 5 Ave,40.735445,-73.99431,309,Murray St & West St,40.7149787,-74.013012,34951,Subscriber,1969,1
1229,58:46.3,19:16.2,403,E 2 St & 2 Ave,40.72502876,-73.99069656,455,1 Ave & E 44 St,40.75001986,-73.96905301,39877,Subscriber,1973,2
2038,58:55.9,32:54.2,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,37717,Subscriber,1983,1
229,58:58.2,02:47.9,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,3578,Park Pl & Franklin Ave,40.6741806,-73.9564947,41502,Subscriber,1995,2
99,58:59.1,00:39.0,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,31476,Subscriber,1991,1
205,59:00.5,02:26.2,326,E 11 St & 1 Ave,40.72953837,-73.98426726,432,E 7 St & Avenue A,40.72621788,-73.98379855,38598,Subscriber,1942,1
